entity_text,base_url,subdiv_name_proper,rayon_name_proper,oblast_name_proper,n
bko-baiterek-michurin,https://www.gov.kz/memleket/entities/bko-baiterek-michurin,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-razdolni,https://www.gov.kz/memleket/entities/bko-baiterek-razdolni,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-beles,https://www.gov.kz/memleket/entities/bko-baiterek-beles,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-rubezhin,https://www.gov.kz/memleket/entities/bko-baiterek-rubezhin,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-dostik,https://www.gov.kz/memleket/entities/bko-baiterek-dostik,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-makhambet,https://www.gov.kz/memleket/entities/bko-baiterek-makhambet,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-chirov,https://www.gov.kz/memleket/entities/bko-baiterek-chirov,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-makarov,https://www.gov.kz/memleket/entities/bko-baiterek-makarov,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-shalgai,https://www.gov.kz/memleket/entities/bko-baiterek-shalgai,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-baikonis,https://www.gov.kz/memleket/entities/bko-baiterek-baikonis,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-egindibulak,https://www.gov.kz/memleket/entities/bko-baiterek-egindibulak,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-kol,https://www.gov.kz/memleket/entities/bko-baiterek-kol,NA,район Байтерек,Западно-казахстанская область,1
bko-baiterek-schapov,https://www.gov.kz/memleket/entities/bko-baiterek-schapov,NA,район Байтерек,Западно-казахстанская область,1
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11749/1,Жангалинский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/6542/1,Жанаказанский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11750/1,Кызылобинский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11751/1,Копжасарский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/6534/1,Брликский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/6527/1,Пятимарский аульный округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11752/1,С.мендешевский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11754/1,Маштексайский сельский округ,NA,Западно-казахстанская область,9
bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure/departments/leadership/11755/1,Жанажолский сельский округ,NA,Западно-казахстанская область,9
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/5256/1,Успеновский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/5254/1,Приуральный сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/5251/1,Пугачёвский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/5250/1,Каракудукский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/5249/1,Карагандинский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4946/1,Канайский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4944/1,Кентубекский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4943/1,Жарсуатский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4932/1,Бурлинский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4931/1,Бумакольский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4829/1,Аксуский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4827/1,сельский округ Достык,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4824/1,Акбулакский сельский округ,NA,Западно-казахстанская область,14
bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure/departments/leadership/4820/1,город Аксай,NA,Западно-казахстанская область,14
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4544/1,Сайхинский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4542/1,Уялинский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4538/1,Саралжинский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4536/1,Темир Масинский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4458/1,Бисенский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4442/1,Муратсайский сельский округ,NA,Западно-казахстанская область,7
bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure/departments/leadership/4435/1,Урдинской сельский округ,NA,Западно-казахстанская область,7
bko-akzhaik-aksuat,https://www.gov.kz/memleket/entities/bko-akzhaik-aksuat,Аксуатский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-taipak,https://www.gov.kz/memleket/entities/bko-akzhaik-taipak,Тайпакский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-saritogai,https://www.gov.kz/memleket/entities/bko-akzhaik-saritogai,Сарытогайский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-mergen,https://www.gov.kz/memleket/entities/bko-akzhaik-mergen,Мергеневский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-kurailisai,https://www.gov.kz/memleket/entities/bko-akzhaik-kurailisai,Курайлысайский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-karauiltobe,https://www.gov.kz/memleket/entities/bko-akzhaik-karauiltobe,Караултюбинский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-kabyrshakta,https://www.gov.kz/memleket/entities/bko-akzhaik-kabyrshakta,Кабыршактинский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-konekketken,https://www.gov.kz/memleket/entities/bko-akzhaik-konekketken,Конеккеткенский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-zhanabulak,https://www.gov.kz/memleket/entities/bko-zhanabulak,Жанабулакский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-essensai,https://www.gov.kz/memleket/entities/bko-akzhaik-essensai,Есенсайский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-budarin,https://www.gov.kz/memleket/entities/bko-akzhaik-budarin,Бударинский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-bazarsholan,https://www.gov.kz/memleket/entities/bko-akzhaik-bazarsholan,Базаршоланский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-akzhaik-almali,https://www.gov.kz/memleket/entities/bko-akzhaik-almali,Алмалинский сельский округ,Акжаикский район,Западно-казахстанская область,1
bko-oral-zhelaev,https://www.gov.kz/memleket/entities/bko-oral-zhelaev,NA,NA,Западно-казахстанская область,1
bko-oral-zachagansk,https://www.gov.kz/memleket/entities/bko-oral-zachagansk,NA,NA,Западно-казахстанская область,1
bko-oral-derkol,https://www.gov.kz/memleket/entities/bko-oral-derkol,NA,NA,Западно-казахстанская область,1
karaganda-balhash-sayak,https://www.gov.kz/memleket/entities/karaganda-balhash-sayak,посёлок Саяк,NA,Карагандинская область,1
karaganda-balhash-gulshat,https://www.gov.kz/memleket/entities/karaganda-balhash-gulshat,посёлок Гулшивший,NA,Карагандинская область,1
karaganda-temirtau-aktau,https://www.gov.kz/memleket/entities/karaganda-temirtau-aktau,посёлок Актау,город Темиртау,Карагандинская область,1
karaganda-abai-karabas,https://www.gov.kz/memleket/entities/karaganda-abai-karabas,посёлок Карабас,Абайский район,Карагандинская область,1
karaganda-abai-karagandi,https://www.gov.kz/memleket/entities/karaganda-abai-karagandi,Карагандинский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-samarka,https://www.gov.kz/memleket/entities/karaganda-abai-samarka,Самарский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-kulaaygyr,https://www.gov.kz/memleket/entities/karaganda-abai-kulaaygyr,Кулаайгырский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-topar,https://www.gov.kz/memleket/entities/karaganda-abai-topar,посёлок Топар,Абайский район,Карагандинская область,1
karaganda-abai-michurin,https://www.gov.kz/memleket/entities/karaganda-abai-michurin,Мичуринский сельский округ,Абайский район,Карагандинская область,1
karaganda-abay,https://www.gov.kz/memleket/entities/karaganda-abay,город Абай,NA,Карагандинская область,1
karaganda-abai-yuzhny,https://www.gov.kz/memleket/entities/karaganda-abai-yuzhny,посёлок Южный,Абайский район,Карагандинская область,1
karaganda-abai-yubileinoye,https://www.gov.kz/memleket/entities/karaganda-abai-yubileinoye,село Юбилейное,Абайский район,Карагандинская область,1
karaganda-abai-sarepta,https://www.gov.kz/memleket/entities/karaganda-abai-sarepta,село Сарепта,Абайский район,Карагандинская область,1
karaganda-abai-kurma,https://www.gov.kz/memleket/entities/karaganda-abai-kurma,Курминский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-koksun,https://www.gov.kz/memleket/entities/karaganda-abai-koksun,Коксунский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-esengeldi,https://www.gov.kz/memleket/entities/karaganda-abai-esengeldi,Есенгельдинский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-dubov,https://www.gov.kz/memleket/entities/karaganda-abai-dubov,Дубовский сельский округ,Абайский район,Карагандинская область,1
karaganda-abai-akbastau,https://www.gov.kz/memleket/entities/karaganda-abai-akbastau,Акбастауский сельский округ,Абайский район,Карагандинская область,1
karaganda-aktogay-shabanbaybi,https://www.gov.kz/memleket/entities/karaganda-aktogay-shabanbaybi,Шабанбайбийский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-aktogay,https://www.gov.kz/memleket/entities/karaganda-aktogay-aktogay,село Актогай,Актогайский район,Карагандинская область,1
karaganda-aktogay-abay,https://www.gov.kz/memleket/entities/karaganda-aktogay-abay,Абайский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-ayirtas,https://www.gov.kz/memleket/entities/karaganda-aktogay-ayirtas,Айыртасский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-zhidebay,https://www.gov.kz/memleket/entities/karaganda-aktogay-zhidebay,Жидебайский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-kezhek,https://www.gov.kz/memleket/entities/karaganda-aktogay-kezhek,Кежекский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-karabulak,https://www.gov.kz/memleket/entities/karaganda-aktogay-karabulak,Карабулакский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-karamende,https://www.gov.kz/memleket/entities/karaganda-aktogay-karamende,Караменд бийский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-kusak,https://www.gov.kz/memleket/entities/karaganda-aktogay-kusak,Кусакский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-kyzylaray,https://www.gov.kz/memleket/entities/karaganda-aktogay-kyzylaray,Кызыларайский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-nurken,https://www.gov.kz/memleket/entities/karaganda-aktogay-nurken,Нуркенский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-deresin,https://www.gov.kz/memleket/entities/karaganda-aktogay-deresin,Ортадересинский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-saryterek,https://www.gov.kz/memleket/entities/karaganda-aktogay-saryterek,Сарытерекский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-tasaral,https://www.gov.kz/memleket/entities/karaganda-aktogay-tasaral,Тасаральский сельский округ,Актогайский район,Карагандинская область,1
karaganda-aktogay-saryshagan,https://www.gov.kz/memleket/entities/karaganda-aktogay-saryshagan,посёлок Сарышаган,Актогайский район,Карагандинская область,1
karaganda-aktogay-shashubai,https://www.gov.kz/memleket/entities/karaganda-aktogay-shashubai,посёлок Шашубай,Актогайский район,Карагандинская область,1
karaganda-buhar-zhyrau-botakara,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-botakara,посёлок Ботакара,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-mustafin,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-mustafin,посёлок Г. Мустафина,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-kushoky,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-kushoky,посёлок Кушокы,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-akbel,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-akbel,Акбельский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-aktobe,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-aktobe,Актобинский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-akore,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-akore,село Акоре,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-baimyrza,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-baimyrza,сельский округ Баймырза,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-belagash,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-belagash,Белагашский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-btkr,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-btkr,село Ботакара,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-buhar-zhyrau,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-buhar-zhyrau,Бухар-Жырауского сельский округ,NA,Карагандинская область,1
karaganda-buhar-zhyrau-gagarin,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-gagarin,Гагаринский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-doskey,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-doskey,Доскейский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-zhanatalap,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-zhanatalap,село Жанаталап,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-karazhar,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-karazhar,Каражарский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-karakuduk,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-karakuduk,село Каракудук,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-kokpekty,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-kokpekty,Кокпектинский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-kernei,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-kernei,сельский округ Керней,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-kyzylkaiyn,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-kyzylkaiyn,Кызылкаинский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-zhanaozen,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-zhanaozen,Новоузенский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-petrov,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-petrov,Петровский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-rostov,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-rostov,Ростовский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-samarkant,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-samarkant,Самаркандский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-suyqsu,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-suyqsu,село Суыксу,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-togyzkudyk,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-togyzkudyk,Тогызкудукский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-tuzdy,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-tuzdy,сельский округ Тузды,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-umetker,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-umetker,Умуткерский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-ushtobe,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-ushtobe,Уштобинский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-centralnyi,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-centralnyi,Центральный сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-buhar-zhyrau-sheshenkara,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau-sheshenkara,Шешенкаринский сельский округ,Бухар-Жырауского район,Карагандинская область,1
karaganda-karkaraly-yntaly,https://www.gov.kz/memleket/entities/karaganda-karkaraly-yntaly,Ынталинский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-ugarh,https://www.gov.kz/memleket/entities/karaganda-karkaraly-ugarh,Угарский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-tomar,https://www.gov.kz/memleket/entities/karaganda-karkaraly-tomar,Томарский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-koyandy,https://www.gov.kz/memleket/entities/karaganda-karkaraly-koyandy,сельский округ Коянды,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-karakol,https://www.gov.kz/memleket/entities/karaganda-karkaraly-karakol,Каракольский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-zhanatogan,https://www.gov.kz/memleket/entities/karaganda-karkaraly-zhanatogan,Жанатоганский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-amanjolov,https://www.gov.kz/memleket/entities/karaganda-karkaraly-amanjolov,К.аманжоловский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-bakty,https://www.gov.kz/memleket/entities/karaganda-karkaraly-bakty,Бахтинский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-balkantau,https://www.gov.kz/memleket/entities/karaganda-karkaraly-balkantau,Балкантауский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-abay,https://www.gov.kz/memleket/entities/karaganda-karkaraly-abay,Абайский сельский округ,Каркаралинский район,Карагандинская область,1
qarqaraly-qalasy,https://www.gov.kz/memleket/entities/qarqaraly-qalasy,NA,NA,NA,1
karaganda-karkaraly-karagaily,https://www.gov.kz/memleket/entities/karaganda-karkaraly-karagaily,посёлок Карагайлы,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-sharykty,https://www.gov.kz/memleket/entities/karaganda-karkaraly-sharykty,Шарыктинский селький округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-temirshin,https://www.gov.kz/memleket/entities/karaganda-karkaraly-temirshin,Темиршинский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-tegisshildik,https://www.gov.kz/memleket/entities/karaganda-karkaraly-tegisshildik,Тегисшилдикский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-nurmakov,https://www.gov.kz/memleket/entities/karaganda-karkaraly-nurmakov,сельский округ Ныгмет Нурмаковый,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-mamyraev,https://www.gov.kz/memleket/entities/karaganda-karkaraly-mamyraev,Мартбек Мамыраевский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-kyrgiz,https://www.gov.kz/memleket/entities/karaganda-karkaraly-kyrgiz,Киргизский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-karshygaly,https://www.gov.kz/memleket/entities/karaganda-karkaraly-karshygaly,Каршигалинский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-kaynarbulak,https://www.gov.kz/memleket/entities/karaganda-karkaraly-kaynarbulak,Кайнарбулакский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-abdirov,https://www.gov.kz/memleket/entities/karaganda-karkaraly-abdirov,сельский округ Нуркен Абдиров,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-egindybulak,https://www.gov.kz/memleket/entities/karaganda-karkaraly-egindybulak,Егиндибулакский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-besoba,https://www.gov.kz/memleket/entities/karaganda-karkaraly-besoba,Бесобинский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-madi,https://www.gov.kz/memleket/entities/karaganda-karkaraly-madi,Мадийский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-karkaraly-tattimbet,https://www.gov.kz/memleket/entities/karaganda-karkaraly-tattimbet,Таттимбетский сельский округ,Каркаралинский район,Карагандинская область,1
karaganda-nurinsk-akhmet,https://www.gov.kz/memleket/entities/karaganda-nurinsk-akhmet,село Ахмет,Нуринский район,Карагандинская область,1
karaganda-nurinsk-karaoi,https://www.gov.kz/memleket/entities/karaganda-nurinsk-karaoi,Каройский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-egindi,https://www.gov.kz/memleket/entities/karaganda-nurinsk-egindi,сельский округ Егінді,Нуринский район,Карагандинская область,1
karaganda-nurinsk-kainar,https://www.gov.kz/memleket/entities/karaganda-nurinsk-kainar,село Кайнар,Нуринский район,Карагандинская область,1
karaganda-nurinsk-muzbel,https://www.gov.kz/memleket/entities/karaganda-nurinsk-muzbel,сельский Мұзбел округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-zhanbobek,https://www.gov.kz/memleket/entities/karaganda-nurinsk-zhanbobek,село Жанбобек,Нуринский район,Карагандинская область,1
karaganda-nurinsk-akmeshit,https://www.gov.kz/memleket/entities/karaganda-nurinsk-akmeshit,Акмешитский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-zarechnoye,https://www.gov.kz/memleket/entities/karaganda-nurinsk-zarechnoye,сельский округ Заречное,Нуринский район,Карагандинская область,1
karaganda-nurinsk-zharaspai,https://www.gov.kz/memleket/entities/karaganda-nurinsk-zharaspai,Жараспайский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-shahter,https://www.gov.kz/memleket/entities/karaganda-nurinsk-shahter,Шахтёрский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-kobetey,https://www.gov.kz/memleket/entities/karaganda-nurinsk-kobetey,Кобетейский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-taussat,https://www.gov.kz/memleket/entities/karaganda-nurinsk-taussat,Тассуатский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-taldysai,https://www.gov.kz/memleket/entities/karaganda-nurinsk-taldysai,Талдысайский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-sonaly,https://www.gov.kz/memleket/entities/karaganda-nurinsk-sonaly,Соналинский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-shubarkol,https://www.gov.kz/memleket/entities/karaganda-nurinsk-shubarkol,посёлок Шубарколя,Нуринский район,Карагандинская область,1
karaganda-nurinsk-nura,https://www.gov.kz/memleket/entities/karaganda-nurinsk-nura,посёлок Нур,Нуринский район,Карагандинская область,1
karaganda-nurinsk-mynbayev,https://www.gov.kz/memleket/entities/karaganda-nurinsk-mynbayev,село К.Мынбаева,Нуринский район,Карагандинская область,1
karaganda-nurinsk-izenda,https://www.gov.kz/memleket/entities/karaganda-nurinsk-izenda,село Изенды,Нуринский район,Карагандинская область,1
karaganda-nurinsk-kulanotpes,https://www.gov.kz/memleket/entities/karaganda-nurinsk-kulanotpes,село Куланотпес,Нуринский район,Карагандинская область,1
karaganda-nurinsk-baitugan,https://www.gov.kz/memleket/entities/karaganda-nurinsk-baitugan,Байтуганский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-tkenekty,https://www.gov.kz/memleket/entities/karaganda-nurinsk-tkenekty,село Ткенекты,Нуринский район,Карагандинская область,1
karaganda-nurinsk-kulan,https://www.gov.kz/memleket/entities/karaganda-nurinsk-kulan,сельский округ Куланутпес,Нуринский район,Карагандинская область,1
karaganda-nurinsk-barshin,https://www.gov.kz/memleket/entities/karaganda-nurinsk-barshin,Баршинский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-balyktykol,https://www.gov.kz/memleket/entities/karaganda-nurinsk-balyktykol,Балыктыкольский сельский округ,Нуринский район,Карагандинская область,1
karaganda-nurinsk-kertindi,https://www.gov.kz/memleket/entities/karaganda-nurinsk-kertindi,село Кертінді,Нуринский район,Карагандинская область,1
karaganda-osakarovka-osakarovka,https://www.gov.kz/memleket/entities/karaganda-osakarovka-osakarovka,посёлок Осакаровка,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-ertis,https://www.gov.kz/memleket/entities/karaganda-osakarovka-ertis,Иртышский сельский округ,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-zhansary,https://www.gov.kz/memleket/entities/karaganda-osakarovka-zhansary,сельский округ Жансары,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-pioner,https://www.gov.kz/memleket/entities/karaganda-osakarovka-pioner,Пионерский сельский округ,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-esil,https://www.gov.kz/memleket/entities/karaganda-osakarovka-esil,сельский округ Есиль,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-karagaily,https://www.gov.kz/memleket/entities/karaganda-osakarovka-karagaily,сельский округ Карагайлы,Осакаровский район,Карагандинская область,1
karaganda-osakarovka-marzhankol,https://www.gov.kz/memleket/entities/karaganda-osakarovka-marzhankol,Маржанкольский сельский округ,Осакаровский район,Карагандинская область,1
